Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas_final,Jugador2,Jugador,Calificacion,Zonas,Categoria,Optional Column
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,00:47:49,00:47:49,0.000,Volver,,1,,4,intercepcion aereo,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Falta,,00:48:07,00:48:07,0.000,Volver,,5,,7,Recibida,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:48:27,00:48:27,0.000,9,6,2,,8,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:48:29,00:48:29,0.000,8,2,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:48:34,00:48:34,0.000,7,3,2,,8,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:48:38,00:48:38,0.000,7,2,3,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:48:47,00:48:47,0.000,15,7,2,,7,medio,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,00:48:48,00:48:48,0.000,Volver,,2,,7,Interceptado,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:49:41,00:49:41,0.000,10,3,2,,11,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:49:47,00:49:47,0.000,17,11,3,,13,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Falta,,00:49:48,00:49:48,0.000,Volver,,9,,17,Offside,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:08:09,01:08:09,0.000,10,3,5,,11,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:08:13,01:08:13,0.000,7,2,3,,10,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:08:15,01:08:15,0.000,9,6,2,,8,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:08:19,01:08:19,0.000,8,2,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:08:23,01:08:23,0.000,13,10,2,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,01:08:25,01:08:25,0.000,Volver,,2,,7,Interceptado,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:08:44,01:08:44,0.000,12,4,5,,11,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:08:48,01:08:48,0.000,12,5,4,,12,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:08:50,01:08:50,0.000,9,6,5,,12,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:08:53,01:08:53,0.000,8,2,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:08:57,01:08:57,0.000,11,10,2,,11,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:08:59,01:08:59,0.000,8,6,10,,11,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:09:06,01:09:06,0.000,23,9,6,,11,largo,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,01:09:08,01:09:08,0.000,Volver,,9,,23,Balon afuera fondo,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:11:41,01:11:41,0.000,2,2,1,,3,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:11:46,01:11:46,0.000,7,3,2,,2,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:11:47,01:11:47,0.000,7,10,3,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Falta,,01:11:50,01:11:50,0.000,Volver,,10,,7,Recibida,
